name,birth_date,pesel,phone_number,city,address,email
Hanna Tomaszewska,1942-08-13,42081313523,48696603306,Warszawa,ul. Złota 69,hanna.tomaszewska@gmail.com
Jarosław Wieczorek,1952-01-13,52011314793,48746357727,Poznań,ul. Chmielna 89,jarosław.wieczorek@gmail.com
Kinga Sikora,2004-10-24,04302494721,48722852486,Łódź,ul. Chmielna 84,kinga.sikora@gmail.com
Artur Mazur,1979-04-29,79042916376,48502385417,Warszawa,Al. Wilanowska 42,artur.mazur@gmail.com
Mariusz Olszewski,1985-03-10,85031009855,48522170475,Warszawa,ul. Długa 4,mariusz.olszewski@gmail.com
Janusz Rutkowski,1993-04-27,93042773137,48688922186,Łódź,ul. Puławska 85,janusz.rutkowski@gmail.com
Lucyna Wróbel,1970-03-01,70030163981,48583153086,Gdańsk,Al. Krakowska 96,lucyna.wróbel@gmail.com
Hanna Adamczyk,1977-10-24,77102413281,48673447031,Łódź,ul. Chmielna 45,hanna.adamczyk@gmail.com
Mariusz Nowicki,2004-05-12,04251280570,48638865912,Kraków,ul. Puławska 43,mariusz.nowicki@gmail.com
Bolesław Nowicki,2002-09-30,02293057534,48784517365,Kraków,Al. Jerozolimskie 24,bolesław.nowicki@gmail.com
Lucyna Nowicka,1940-06-25,40062598789,48661263926,Kraków,Al. KEN 66,lucyna.nowicka@gmail.com
Katarzyna Dąbrowska,2002-01-22,02212275689,48527555350,Łódź,Al. KEN 91,katarzyna.dąbrowska@gmail.com
Barbara Zielińska,1989-03-26,89032675066,48547156184,Poznań,ul. Świętokrzyska 19,barbara.zielińska@gmail.com
Cyprian Lewandowski,1956-12-30,56123099753,48700981939,Gdańsk,Al. Waszyngtona 22,cyprian.lewandowski@gmail.com
Lidia Pietrzak,1990-06-06,90060686863,48753938199,Kraków,ul. Złota 94,lidia.pietrzak@gmail.com
Ewa Majewska,1945-07-18,45071870240,48817745737,Kraków,ul. Nowy Świat 42,ewa.majewska@gmail.com
Edward Jaworski,1984-03-09,84030995572,48757770673,Warszawa,Al. Krakowska 34,edward.jaworski@gmail.com
Izabela Piotrowska,1967-11-24,67112402685,48609329454,Łódź,ul. Nowy Świat 48,izabela.piotrowska@gmail.com
Janusz Wieczorek,1940-12-23,40122370155,48674644618,Poznań,ul. Krakowskie Przedmieście 12,janusz.wieczorek@gmail.com
Gabriela Ostrowska,2004-12-12,04321222147,48513483572,Poznań,ul. Marszałkowska 54,gabriela.ostrowska@gmail.com
Kajetan Jabłoński,1944-01-04,44010423934,48733881689,Warszawa,ul. Krakowskie Przedmieście 50,kajetan.jabłoński@gmail.com
Hanna Zając,1971-01-23,71012331840,48816238901,Poznań,Al. Wilanowska 67,hanna.zając@gmail.com
Janina Ostrowska,1972-09-07,72090747745,48813757717,Warszawa,ul. Nowy Świat 18,janina.ostrowska@gmail.com
Jacek Krawczyk,1949-12-10,49121062997,48683611299,Warszawa,Al. Rzeczypospolitej 31,jacek.krawczyk@gmail.com
Dawid Sikora,1947-11-04,47110452158,48791171311,Kraków,Al. Zieleniecka 3,dawid.sikora@gmail.com
Beata Walczak,1954-03-09,54030915106,48581172495,Poznań,Al. Jana III Sobieskiego 74,beata.walczak@gmail.com
Bogdan Kowalczyk,1956-09-16,56091648373,48716184085,Warszawa,Al. KEN 36,bogdan.kowalczyk@gmail.com
Jan Pietrzak,1999-08-14,99081478176,48582255271,Poznań,Al. Zieleniecka 67,jan.pietrzak@gmail.com
Janusz Kamiński,1967-05-06,67050624178,48598365439,Kraków,ul. Długa 71,janusz.kamiński@gmail.com
Kacper Wróbel,1940-12-08,40120890813,48760424046,Poznań,ul. Krakowskie Przedmieście 73,kacper.wróbel@gmail.com
Hubert Lewandowski,1979-03-27,79032744972,48622662050,Łódź,ul. Świętokrzyska 8,hubert.lewandowski@gmail.com
Jerzy Woźniak,1959-10-14,59101451035,48709315566,Łódź,ul. Chmielna 36,jerzy.woźniak@gmail.com
Hubert Wieczorek,2003-06-12,03261239554,48803905870,Warszawa,Al. Rzeczypospolitej 22,hubert.wieczorek@gmail.com
Dagmara Witkowska,1953-10-26,53102622083,48758734485,Łódź,Al. Solidarności 35,dagmara.witkowska@gmail.com
Dariusz Tomaszewski,1943-02-12,43021213978,48783330943,Gdańsk,ul. Złota 6,dariusz.tomaszewski@gmail.com
Irena Kowalczyk,1956-06-14,56061413181,48737295379,Kraków,Al. Solidarności 54,irena.kowalczyk@gmail.com
Irena Wieczorek,1952-08-24,52082459168,48641414988,Kraków,ul. Chmielna 30,irena.wieczorek@gmail.com
Cezary Tomaszewski,1990-04-08,90040891733,48819315073,Kraków,ul. Marszałkowska 61,cezary.tomaszewski@gmail.com
Dariusz Pawlak,1987-03-01,87030111272,48709008917,Gdańsk,ul. Targowa 12,dariusz.pawlak@gmail.com
Adrian Majewski,1985-07-31,85073138692,48541931675,Gdańsk,ul. Złota 33,adrian.majewski@gmail.com
Jarosław Malinowski,1943-11-29,43112904457,48591747522,Gdańsk,Al. Jana III Sobieskiego 1,jarosław.malinowski@gmail.com
Barbara Wróbel,1973-11-22,73112248482,48800191176,Łódź,Al. Krakowska 24,barbara.wróbel@gmail.com
Antoni Stępień,1947-06-03,47060312755,48516978348,Gdańsk,Al. Jana III Sobieskiego 48,antoni.stępień@gmail.com
Bożena Kozłowska,1958-11-06,58110668829,48778745408,Łódź,ul. Puławska 91,bożena.kozłowska@gmail.com
Cezary Dąbrowski,1982-09-14,82091427654,48645963799,Łódź,Al. Wojska Polskiego 92,cezary.dąbrowski@gmail.com
Joanna Nowak,1972-03-30,72033043767,48643813046,Łódź,ul. Chmielna 59,joanna.nowak@gmail.com
Bartłomiej Wiśniewski,1985-03-20,85032054915,48674182319,Kraków,ul. Wspólna 96,bartłomiej.wiśniewski@gmail.com
Arkadiusz Walczak,1999-07-14,99071447434,48741097500,Warszawa,Al. Niepodległości 100,arkadiusz.walczak@gmail.com
Grzegorz Walczak,1979-02-09,79020993612,48719872334,Łódź,ul. Jana Pawła II 87,grzegorz.walczak@gmail.com
Aleksander Zając,1968-02-08,68020841155,48603282125,Łódź,ul. Nowy Świat 91,aleksander.zając@gmail.com
Izabela Kaczmarek,2003-03-08,03230819084,48536888138,Łódź,ul. Targowa 45,izabela.kaczmarek@gmail.com
Joanna Szymańska,1943-09-18,43091831285,48617466682,Łódź,Al. KEN 60,joanna.szymańska@gmail.com
Cyprian Majewski,1960-06-22,60062277390,48632659893,Kraków,ul. Grójecka 76,cyprian.majewski@gmail.com
Nina Wojciechowska,1972-09-20,72092086561,48601659885,Gdańsk,Al. Jana III Sobieskiego 92,nina.wojciechowska@gmail.com
Dariusz Górski,1974-08-02,74080259052,48728359336,Poznań,Al. Niepodległości 12,dariusz.górski@gmail.com
Ewa Wieczorek,1975-02-16,75021683183,48594868988,Warszawa,ul. Chmielna 46,ewa.wieczorek@gmail.com
Helena Wojciechowska,1950-06-14,50061422563,48548861031,Gdańsk,ul. Marszałkowska 65,helena.wojciechowska@gmail.com
Helena Szewczyk,1964-11-01,64110124362,48718600924,Warszawa,Al. Jana III Sobieskiego 34,helena.szewczyk@gmail.com
Jan Zając,1948-01-22,48012228399,48774183727,Poznań,Al. KEN 50,jan.zając@gmail.com
Justyna Malinowska,1960-01-04,60010406443,48540805878,Łódź,ul. Złota 89,justyna.malinowska@gmail.com
Małgorzata Kowalczyk,1944-09-15,44091568065,48812601883,Kraków,ul. Krakowskie Przedmieście 10,małgorzata.kowalczyk@gmail.com
Marian Jaworski,1995-05-20,95052069952,48504097708,Łódź,Al. Jana III Sobieskiego 1,marian.jaworski@gmail.com
Natalia Wojciechowska,2000-05-13,00251306205,48506798992,Kraków,Al. Rzeczypospolitej 94,natalia.wojciechowska@gmail.com
Aleksandra Adamczyk,1973-08-19,73081924325,48555475317,Poznań,Al. Solidarności 78,aleksandra.adamczyk@gmail.com
Hubert Nowak,1968-11-11,68111144631,48543228825,Łódź,Al. Rzeczypospolitej 59,hubert.nowak@gmail.com
Cyprian Kaczmarek,1969-03-20,69032069913,48537167601,Warszawa,ul. Targowa 46,cyprian.kaczmarek@gmail.com
Edyta Wiśniewska,1979-08-13,79081354324,48781180715,Łódź,Al. Rzeczypospolitej 38,edyta.wiśniewska@gmail.com
Eryk Kwiatkowski,1984-10-18,84101893398,48680420136,Gdańsk,Al. Jana III Sobieskiego 17,eryk.kwiatkowski@gmail.com
Bartosz Zając,1986-12-21,86122108118,48637759827,Gdańsk,ul. Grójecka 38,bartosz.zając@gmail.com
Dariusz Grabowski,1974-04-28,74042807617,48801251441,Łódź,Al. Solidarności 31,dariusz.grabowski@gmail.com
Ireneusz Lewandowski,1985-04-07,85040785979,48689512888,Kraków,Al. Rzeczypospolitej 87,ireneusz.lewandowski@gmail.com
Cezary Wróbel,1960-07-26,60072694590,48717497084,Kraków,ul. Piotrkowska 68,cezary.wróbel@gmail.com
Jolanta Nowak,1952-05-18,52051831146,48644120189,Kraków,ul. Nowy Świat 38,jolanta.nowak@gmail.com
Bogdan Rutkowski,1953-02-06,53020652878,48550164285,Łódź,ul. Marszałkowska 99,bogdan.rutkowski@gmail.com
Cyprian Grabowski,2006-11-11,06311114111,48688962620,Warszawa,ul. Złota 21,cyprian.grabowski@gmail.com
Janina Wróblewska,1955-03-25,55032555921,48804140963,Poznań,Al. Prymasa Tysiąclecia 69,janina.wróblewska@gmail.com
Jakub Szymański,1951-03-20,51032047095,48596523791,Gdańsk,Al. Wilanowska 75,jakub.szymański@gmail.com
Bartosz Wróblewski,1993-03-17,93031746490,48672024125,Poznań,Al. Prymasa Tysiąclecia 92,bartosz.wróblewski@gmail.com
Kajetan Tomaszewski,1995-06-23,95062350013,48538700408,Kraków,ul. Piotrkowska 28,kajetan.tomaszewski@gmail.com
Natalia Mazur,1979-12-17,79121765385,48672157682,Gdańsk,Al. Wojska Polskiego 65,natalia.mazur@gmail.com
Helena Król,1951-08-24,51082498087,48611125068,Warszawa,ul. Wspólna 39,helena.król@gmail.com
Edyta Baran,1968-03-26,68032634945,48801629474,Gdańsk,ul. Wspólna 90,edyta.baran@gmail.com
Emil Dudek,1976-04-12,76041242815,48807073401,Gdańsk,ul. Chmielna 43,emil.dudek@gmail.com
Daniel Górski,1970-03-05,70030512198,48654812312,Kraków,ul. Długa 56,daniel.górski@gmail.com
Eryk Wieczorek,2002-06-01,02260145093,48584505945,Łódź,Al. Waszyngtona 53,eryk.wieczorek@gmail.com
Artur Ostrowski,1942-01-26,42012617414,48692814003,Łódź,Al. Stanów Zjednoczonych 88,artur.ostrowski@gmail.com
Janusz Kwiatkowski,1947-12-14,47121406812,48620949089,Łódź,ul. Nowy Świat 17,janusz.kwiatkowski@gmail.com
Justyna Górska,1975-07-23,75072377606,48708297200,Kraków,Al. Niepodległości 59,justyna.górska@gmail.com
Janina Jaworska,1966-10-05,66100532906,48655226198,Kraków,Al. Jana III Sobieskiego 13,janina.jaworska@gmail.com
Filip Michalak,1994-07-11,94071153857,48678565345,Kraków,ul. Świętokrzyska 99,filip.michalak@gmail.com
Jerzy Majewski,1959-08-06,59080656894,48704293787,Łódź,Al. Waszyngtona 48,jerzy.majewski@gmail.com
Maciej Mazur,1959-11-23,59112393018,48739178927,Kraków,Al. Armii Ludowej 54,maciej.mazur@gmail.com
Jadwiga Dudek,1946-08-11,46081108383,48636658287,Łódź,Al. Zieleniecka 47,jadwiga.dudek@gmail.com
Natalia Pawlak,1971-11-25,71112518206,48687142351,Poznań,ul. Świętokrzyska 89,natalia.pawlak@gmail.com
Edyta Jabłońska,1963-07-10,63071022849,48601311075,Łódź,ul. Chmielna 91,edyta.jabłońska@gmail.com
Halina Grabowska,1976-06-22,76062208285,48694630784,Poznań,Al. Stanów Zjednoczonych 11,halina.grabowska@gmail.com
Karolina Krawczyk,1969-08-12,69081245647,48569300304,Warszawa,Al. Jerozolimskie 4,karolina.krawczyk@gmail.com
Julia Adamczyk,1943-07-03,43070307064,48661307440,Łódź,ul. Długa 10,julia.adamczyk@gmail.com
Bogdan Majewski,1987-11-23,87112395334,48619536987,Warszawa,Al. Jerozolimskie 97,bogdan.majewski@gmail.com
Gabriel Jankowski,1969-02-05,69020504572,48541794226,Kraków,ul. Grójecka 41,gabriel.jankowski@gmail.com
Jolanta Dudek,1964-04-20,64042099765,48782196668,Łódź,ul. Nowy Świat 6,jolanta.dudek@gmail.com
Eryk Rutkowski,1982-08-06,82080683157,48688534990,Łódź,Al. Stanów Zjednoczonych 58,eryk.rutkowski@gmail.com
Julia Sikora,1979-03-06,79030684788,48515405787,Warszawa,ul. Marszałkowska 11,julia.sikora@gmail.com
Emilia Wojciechowska,1970-04-08,70040811403,48653333561,Gdańsk,ul. Puławska 21,emilia.wojciechowska@gmail.com
Izabela Woźniak,2003-04-11,03241127383,48804114462,Kraków,Al. Prymasa Tysiąclecia 10,izabela.woźniak@gmail.com
Anita Piotrowska,1946-07-02,46070282340,48660948053,Poznań,ul. Świętokrzyska 5,anita.piotrowska@gmail.com
Jan Pawłowski,1977-11-05,77110546559,48754837396,Kraków,ul. Żwirki i Wigury 75,jan.pawłowski@gmail.com
Helena Kamińska,2004-05-03,04250323221,48502953592,Warszawa,ul. Świętokrzyska 99,helena.kamińska@gmail.com
Helena Grabowska,1992-11-03,92110309221,48612460898,Gdańsk,Al. Wilanowska 47,helena.grabowska@gmail.com
Jolanta Krawczyk,1940-01-24,40012469468,48516067011,Poznań,Al. Zieleniecka 95,jolanta.krawczyk@gmail.com
Bartosz Adamczyk,1950-04-08,50040869170,48710683866,Gdańsk,ul. Nowy Świat 39,bartosz.adamczyk@gmail.com
Grażyna Wójcik,1991-07-10,91071007148,48797816353,Kraków,ul. Złota 76,grażyna.wójcik@gmail.com
Gabriel Kowalski,1984-04-01,84040113830,48522074334,Łódź,ul. Wspólna 56,gabriel.kowalski@gmail.com
Aleksander Kwiatkowski,1984-09-25,84092555910,48736682168,Warszawa,Al. Jana III Sobieskiego 83,aleksander.kwiatkowski@gmail.com
Lidia Wojciechowska,1996-11-19,96111957889,48650709512,Poznań,ul. Piotrkowska 5,lidia.wojciechowska@gmail.com
Edyta Grabowska,2004-07-05,04270553363,48726672133,Łódź,ul. Chmielna 15,edyta.grabowska@gmail.com
Alicja Kaczmarek,1993-01-28,93012884043,48507169424,Warszawa,ul. Krakowskie Przedmieście 77,alicja.kaczmarek@gmail.com
Celina Krawczyk,1976-11-12,76111240721,48638607307,Gdańsk,Al. Jana III Sobieskiego 68,celina.krawczyk@gmail.com
Jerzy Górski,1986-10-10,86101021195,48799502057,Warszawa,Al. Rzeczypospolitej 92,jerzy.górski@gmail.com
Henryk Mazur,1975-11-29,75112919470,48651083993,Łódź,ul. Nowy Świat 42,henryk.mazur@gmail.com
Karolina Michalska,1952-08-04,52080409868,48647583320,Gdańsk,ul. Żwirki i Wigury 62,karolina.michalska@gmail.com
Julia Stępień,2000-08-24,00282494261,48666620371,Gdańsk,Al. Armii Ludowej 81,julia.stępień@gmail.com
Gabriel Kozłowski,1949-04-20,49042064171,48787088813,Gdańsk,ul. Targowa 50,gabriel.kozłowski@gmail.com
Józef Malinowski,1978-01-25,78012559373,48790085283,Kraków,Al. Jerozolimskie 23,józef.malinowski@gmail.com
Alicja Wróbel,1988-09-30,88093025968,48779666103,Gdańsk,Al. Rzeczypospolitej 4,alicja.wróbel@gmail.com
Justyna Olszewska,1993-12-11,93121164821,48539275745,Gdańsk,Al. Prymasa Tysiąclecia 69,justyna.olszewska@gmail.com
Nina Tomaszewska,1988-02-19,88021978629,48506509382,Gdańsk,ul. Mokotowska 71,nina.tomaszewska@gmail.com
Eryk Kaczmarek,1969-08-01,69080113114,48511610229,Poznań,ul. Złota 60,eryk.kaczmarek@gmail.com
Bartosz Nowak,1988-12-21,88122169654,48533609420,Kraków,Al. Niepodległości 76,bartosz.nowak@gmail.com
Jerzy Witkowski,1982-01-24,82012416354,48766347624,Łódź,Al. Wilanowska 67,jerzy.witkowski@gmail.com
Dawid Michalski,1971-09-17,71091769653,48619229828,Gdańsk,Al. Armii Ludowej 31,dawid.michalski@gmail.com
Krzysztof Rutkowski,1989-07-20,89072014052,48692609355,Gdańsk,Al. Krakowska 33,krzysztof.rutkowski@gmail.com
Marianna Wieczorek,2000-06-21,00262102849,48620615423,Łódź,Al. Jerozolimskie 61,marianna.wieczorek@gmail.com
Arkadiusz Adamczyk,1948-02-01,48020153191,48683726103,Gdańsk,Al. Wilanowska 25,arkadiusz.adamczyk@gmail.com
Bolesław Michalak,1952-07-09,52070942577,48766934296,Kraków,ul. Mokotowska 91,bolesław.michalak@gmail.com
Jadwiga Jankowska,1967-03-13,67031382385,48530454118,Gdańsk,Al. Niepodległości 13,jadwiga.jankowska@gmail.com
Edward Kozłowski,1970-04-22,70042274738,48579833005,Poznań,ul. Wspólna 36,edward.kozłowski@gmail.com
Maciej Piotrowski,1960-12-01,60120140992,48741247241,Gdańsk,ul. Targowa 28,maciej.piotrowski@gmail.com
Arkadiusz Jaworski,1960-01-05,60010584091,48741242200,Gdańsk,Al. KEN 62,arkadiusz.jaworski@gmail.com
Dawid Lewandowski,1962-02-28,62022856333,48636316162,Gdańsk,Al. Niepodległości 24,dawid.lewandowski@gmail.com
Natalia Dudek,1947-11-05,47110506109,48609139531,Kraków,ul. Puławska 96,natalia.dudek@gmail.com
Kajetan Nowakowski,1954-09-30,54093042379,48764323862,Gdańsk,Al. Krakowska 1,kajetan.nowakowski@gmail.com
Anita Wiśniewska,1982-11-29,82112927240,48639371734,Warszawa,Al. Jerozolimskie 43,anita.wiśniewska@gmail.com
Dorota Dudek,1981-11-11,81111171681,48685354754,Warszawa,ul. Marszałkowska 31,dorota.dudek@gmail.com
Hanna Kaczmarek,1998-09-07,98090740946,48754463976,Łódź,Al. Jana III Sobieskiego 36,hanna.kaczmarek@gmail.com
Jacek Krawczyk,1947-10-05,47100514451,48590762640,Poznań,ul. Jana Pawła II 45,jacek.krawczyk@gmail.com
Helena Górska,1970-06-03,70060347269,48611286389,Łódź,Al. Armii Ludowej 26,helena.górska@gmail.com
Marek Wróbel,1973-02-28,73022806839,48525596779,Łódź,Al. Waszyngtona 92,marek.wróbel@gmail.com
Adrian Mazur,1975-02-27,75022772192,48632073948,Łódź,ul. Jana Pawła II 85,adrian.mazur@gmail.com
Grzegorz Michalski,1975-06-08,75060839558,48606865668,Warszawa,Al. Stanów Zjednoczonych 89,grzegorz.michalski@gmail.com
Bartosz Tomaszewski,1999-03-14,99031411930,48538154388,Poznań,ul. Grójecka 47,bartosz.tomaszewski@gmail.com
Lidia Wróblewska,1977-02-26,77022646187,48707096063,Warszawa,Al. Prymasa Tysiąclecia 35,lidia.wróblewska@gmail.com
Julia Kozłowska,1978-06-24,78062493988,48657767875,Kraków,ul. Puławska 22,julia.kozłowska@gmail.com
Lidia Mazur,1973-09-11,73091112721,48608494312,Gdańsk,Al. Krakowska 68,lidia.mazur@gmail.com
Janina Witkowska,1987-07-05,87070589808,48635773415,Kraków,ul. Krakowskie Przedmieście 13,janina.witkowska@gmail.com
Mateusz Król,1964-10-02,64100272835,48512325381,Łódź,Al. Krakowska 24,mateusz.król@gmail.com
Laura Majewska,1977-02-27,77022769183,48676887754,Gdańsk,ul. Żwirki i Wigury 40,laura.majewska@gmail.com
Agnieszka Dudek,1992-07-17,92071786345,48602003830,Warszawa,Al. Wilanowska 58,agnieszka.dudek@gmail.com
Łukasz Walczak,1978-09-19,78091913976,48720434009,Łódź,Al. Wojska Polskiego 38,łukasz.walczak@gmail.com
Maria Król,1955-01-29,55012970447,48558950983,Łódź,Al. Niepodległości 36,maria.król@gmail.com
Kajetan Mazur,1973-11-10,73111070916,48710578180,Kraków,Al. Prymasa Tysiąclecia 12,kajetan.mazur@gmail.com
Edyta Witkowska,1940-05-16,40051651428,48626875563,Gdańsk,ul. Wspólna 66,edyta.witkowska@gmail.com
Małgorzata Wróbel,1962-10-29,62102932126,48721316498,Poznań,ul. Długa 2,małgorzata.wróbel@gmail.com
Bogdan Wiśniewski,2004-01-19,04211995252,48560607733,Warszawa,ul. Złota 12,bogdan.wiśniewski@gmail.com
Bartosz Witkowski,1964-01-07,64010795493,48707157078,Gdańsk,ul. Marszałkowska 72,bartosz.witkowski@gmail.com
Danuta Wróbel,1990-11-03,90110305063,48645468881,Gdańsk,Al. Jana III Sobieskiego 77,danuta.wróbel@gmail.com
Joanna Jankowska,1981-07-09,81070954787,48753290324,Warszawa,Al. Rzeczypospolitej 18,joanna.jankowska@gmail.com
Justyna Olszewska,1963-03-16,63031617924,48624470188,Gdańsk,ul. Piotrkowska 42,justyna.olszewska@gmail.com
Agnieszka Jankowska,1988-07-08,88070863828,48777949950,Kraków,ul. Krakowskie Przedmieście 91,agnieszka.jankowska@gmail.com
Dariusz Tomaszewski,1956-12-26,56122643717,48740829329,Kraków,Al. Wojska Polskiego 23,dariusz.tomaszewski@gmail.com
Cezary Dąbrowski,1974-09-24,74092415998,48568574822,Łódź,ul. Mokotowska 86,cezary.dąbrowski@gmail.com
Halina Woźniak,1968-01-27,68012747762,48564245309,Warszawa,ul. Chmielna 42,halina.woźniak@gmail.com
Grażyna Dudek,1947-07-22,47072242428,48644972458,Gdańsk,Al. Rzeczypospolitej 62,grażyna.dudek@gmail.com
Łukasz Ostrowski,1978-02-20,78022024955,48751923051,Łódź,Al. Solidarności 41,łukasz.ostrowski@gmail.com
Alicja Wiśniewska,1971-04-15,71041576982,48656885408,Gdańsk,ul. Puławska 83,alicja.wiśniewska@gmail.com
Magdalena Wróblewska,1966-03-24,66032411924,48752698429,Warszawa,Al. Prymasa Tysiąclecia 20,magdalena.wróblewska@gmail.com
Hanna Nowicka,1943-03-27,43032700106,48768584872,Łódź,Al. Wilanowska 29,hanna.nowicka@gmail.com
Marian Sikora,1981-08-13,81081337058,48798698929,Gdańsk,ul. Krakowskie Przedmieście 63,marian.sikora@gmail.com
Irena Krawczyk,1992-12-22,92122252467,48809331999,Gdańsk,Al. KEN 65,irena.krawczyk@gmail.com
Lech Wróbel,1999-09-07,99090737312,48533283490,Kraków,Al. Solidarności 48,lech.wróbel@gmail.com
Grzegorz Krawczyk,1970-12-22,70122266493,48588397760,Warszawa,Al. Wilanowska 68,grzegorz.krawczyk@gmail.com
Izabela Sikora,2003-06-08,03260802322,48633072315,Warszawa,Al. Wojska Polskiego 27,izabela.sikora@gmail.com
Barbara Kamińska,1966-04-03,66040390589,48728987990,Gdańsk,Al. Rzeczypospolitej 34,barbara.kamińska@gmail.com
Ignacy Zieliński,1952-12-31,52123193879,48543937808,Warszawa,Al. Rzeczypospolitej 64,ignacy.zieliński@gmail.com
Lucyna Szewczyk,1987-05-31,87053107861,48725745566,Warszawa,ul. Grójecka 65,lucyna.szewczyk@gmail.com
Julia Jaworska,1972-03-03,72030321428,48585265795,Gdańsk,Al. Armii Ludowej 76,julia.jaworska@gmail.com
Aleksandra Wójcik,1982-06-02,82060252805,48689599923,Łódź,ul. Piotrkowska 37,aleksandra.wójcik@gmail.com
Dorota Baran,1954-03-03,54030356923,48621108315,Poznań,ul. Wspólna 15,dorota.baran@gmail.com
Helena Wojciechowska,2002-02-17,02221701742,48705143906,Kraków,Al. Krakowska 72,helena.wojciechowska@gmail.com
Helena Szymańska,1962-12-29,62122991200,48790405694,Kraków,ul. Targowa 9,helena.szymańska@gmail.com
Grzegorz Dąbrowski,1957-12-01,57120176751,48809622455,Warszawa,Al. Armii Ludowej 12,grzegorz.dąbrowski@gmail.com
Dagmara Majewska,1956-06-10,56061088028,48739023776,Łódź,ul. Chmielna 89,dagmara.majewska@gmail.com
Dagmara Kowalska,1950-06-12,50061250269,48529442470,Warszawa,Al. Prymasa Tysiąclecia 33,dagmara.kowalska@gmail.com
Kacper Nowicki,1999-04-14,99041462395,48639480996,Gdańsk,ul. Marszałkowska 7,kacper.nowicki@gmail.com
Laura Krawczyk,1955-05-20,55052041167,48670820668,Łódź,ul. Chmielna 24,laura.krawczyk@gmail.com
Aneta Krawczyk,1942-07-25,42072563544,48593993901,Łódź,ul. Grójecka 33,aneta.krawczyk@gmail.com
Monika Lewandowska,2005-02-13,05221316286,48585990175,Warszawa,Al. KEN 22,monika.lewandowska@gmail.com
Aleksandra Pietrzak,1954-04-29,54042956269,48566496987,Warszawa,ul. Chmielna 77,aleksandra.pietrzak@gmail.com
Dorota Nowicka,1959-03-23,59032386086,48551016482,Warszawa,Al. KEN 66,dorota.nowicka@gmail.com
Ewa Król,1975-11-26,75112613466,48652915759,Łódź,Al. Jerozolimskie 65,ewa.król@gmail.com
Cezary Wróblewski,1985-05-25,85052568698,48653432634,Gdańsk,Al. Wilanowska 93,cezary.wróblewski@gmail.com
Amelia Tomaszewska,1967-09-20,67092029081,48511750294,Warszawa,Al. Krakowska 16,amelia.tomaszewska@gmail.com
Emilia Malinowska,1983-11-10,83111023081,48633717117,Kraków,Al. Zieleniecka 91,emilia.malinowska@gmail.com
Arkadiusz Zieliński,1986-05-17,86051748335,48671636532,Łódź,ul. Piotrkowska 46,arkadiusz.zieliński@gmail.com
Celina Witkowska,1953-07-11,53071118482,48706904797,Kraków,ul. Grójecka 95,celina.witkowska@gmail.com
Marian Malinowski,1958-05-31,58053138656,48694115006,Warszawa,ul. Targowa 24,marian.malinowski@gmail.com
Danuta Mazur,1975-08-28,75082826248,48666812885,Poznań,Al. Prymasa Tysiąclecia 6,danuta.mazur@gmail.com
Grzegorz Sikora,1948-03-06,48030684333,48774452593,Gdańsk,ul. Długa 66,grzegorz.sikora@gmail.com
Jerzy Wróbel,1965-10-01,65100125635,48717009340,Łódź,ul. Świętokrzyska 43,jerzy.wróbel@gmail.com
Gabriela Jankowska,1993-11-02,93110298005,48586379224,Gdańsk,ul. Grójecka 91,gabriela.jankowska@gmail.com
Małgorzata Zalewska,1984-10-24,84102445846,48633955993,Poznań,Al. Jerozolimskie 73,małgorzata.zalewska@gmail.com
Arkadiusz Wróbel,1999-05-27,99052798537,48705288148,Warszawa,ul. Wspólna 4,arkadiusz.wróbel@gmail.com
Bogumiła Dudek,1956-04-15,56041595663,48649635871,Gdańsk,ul. Targowa 58,bogumiła.dudek@gmail.com
Grzegorz Dudek,1985-10-05,85100519816,48511788099,Kraków,Al. Jana III Sobieskiego 65,grzegorz.dudek@gmail.com
Amelia Dąbrowska,1951-04-23,51042338989,48668183167,Warszawa,ul. Wspólna 71,amelia.dąbrowska@gmail.com
Mateusz Pietrzak,1992-04-15,92041570530,48628429850,Poznań,ul. Marszałkowska 23,mateusz.pietrzak@gmail.com
Izabela Zielińska,1985-01-20,85012048662,48697717146,Łódź,Al. Zieleniecka 23,izabela.zielińska@gmail.com
Dawid Woźniak,1970-05-20,70052010894,48533382864,Łódź,ul. Marszałkowska 6,dawid.woźniak@gmail.com
Gabriel Pawłowski,1996-07-31,96073190193,48641323193,Warszawa,Al. Stanów Zjednoczonych 41,gabriel.pawłowski@gmail.com
Lech Pawłowski,1975-05-08,75050888278,48800333918,Poznań,ul. Krakowskie Przedmieście 98,lech.pawłowski@gmail.com
Barbara Dudek,1965-12-10,65121053421,48528763437,Poznań,Al. Krakowska 34,barbara.dudek@gmail.com
Joanna Olszewska,1952-05-27,52052798167,48630836292,Łódź,Al. Solidarności 37,joanna.olszewska@gmail.com
Filip Walczak,1971-06-10,71061049679,48705437188,Warszawa,ul. Krakowskie Przedmieście 30,filip.walczak@gmail.com
Krystyna Nowicka,1952-12-18,52121863840,48813908313,Poznań,ul. Grójecka 58,krystyna.nowicka@gmail.com
Kazimiera Zielińska,1962-02-26,62022690182,48815205736,Kraków,ul. Marszałkowska 98,kazimiera.zielińska@gmail.com
Joanna Wiśniewska,1977-09-05,77090550247,48814477490,Gdańsk,Al. Wilanowska 11,joanna.wiśniewska@gmail.com
